TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,ASTRATIO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PACE,PIE,FTARATE,PTSOFF TO,2NDPTS,FBPS,PITP,2PM,2PA,2P%,TEAM OPP,MATCH UP OPP,W/L OPP,MIN OPP,PTS OPP,FGM OPP,FGA OPP,FG% OPP,3PM OPP,3PA OPP,3P% OPP,FTM OPP,FTA OPP,FT% OPP,OREB OPP,DREB OPP,REB OPP,AST OPP,TOV OPP,STL OPP,BLK OPP,PF OPP,+/- OPP,OFFRTG OPP,DEFRTG OPP,NETRTG OPP,AST% OPP,AST/TO OPP,ASTRATIO OPP,OREB% OPP,DREB% OPP,REB% OPP,TOV% OPP,EFG% OPP,TS% OPP,PACE OPP,PIE OPP,FTARATE OPP,PTSOFF TO OPP,2NDPTS OPP,FBPS OPP,PITP OPP,2PM OPP,2PA OPP,2P% OPP
CHA,CHA @ MIA,11/10/2022,L,53,112,43,88,48.9,14,39,35.9,12,20,60.0,8,42,50,23,21,4,2,30,-5,103.7,110.4,-6.7,53.5,1.1,15.9,28.6,81.8,56.7,19.4,56.8,57.9,96.91,48.4,0.227,10,17,5,52,29,49,59.2,MIA,MIA vs. CHA,W,53,117,39,90,43.3,10,36,27.8,29,36,80.6,8,30,38,21,11,9,1,25,5,110.4,103.7,6.7,53.8,1.91,15.3,18.2,71.4,43.3,10.4,48.9,55.3,96.91,51.6,0.4,30,12,9,52,29,54,53.7
DEN,DEN @ IND,11/09/2022,W,48,122,43,88,48.9,12,28,42.9,24,26,92.3,11,36,47,27,22,10,7,15,3,111.9,107.2,4.7,62.8,1.23,18.1,27.7,73.6,52.0,20.2,55.7,61.3,110.0,54.3,0.295,26,16,18,54,31,60,51.7,IND,IND vs. DEN,L,48,119,45,96,46.9,14,42,33.3,15,19,78.9,11,33,44,28,18,9,5,23,-3,107.2,111.9,-4.7,62.2,1.56,18.4,26.4,72.3,48.0,16.2,54.2,57.0,110.0,45.7,0.198,15,14,12,52,31,54,57.4
BOS,BOS vs. DET,11/09/2022,W,48,128,47,88,53.4,18,46,39.1,16,21,76.2,8,35,43,31,13,5,4,25,16,125.5,109.8,15.7,66.0,2.38,22.0,20.9,67.3,46.9,12.7,63.6,65.8,102.0,58.5,0.239,12,12,13,48,29,42,69.0,DET,DET @ BOS,L,48,112,37,89,41.6,7,33,21.2,31,40,77.5,15,33,48,15,10,7,3,19,-16,109.8,125.5,-15.7,40.5,1.5,11.2,32.7,79.1,53.1,9.8,45.5,52.5,102.0,41.5,0.449,15,21,5,42,30,56,53.6
LAL,LAL @ LAC,11/09/2022,L,48,101,40,88,45.5,10,32,31.3,11,17,64.7,8,35,43,26,16,7,2,20,-13,100.0,111.8,-11.8,65.0,1.63,18.7,24.0,81.4,50.5,15.8,51.1,52.9,101.5,44.6,0.193,20,7,20,52,30,56,53.6,LAC,LAC vs. LAL,W,48,114,41,81,50.6,12,33,36.4,20,26,76.9,6,35,41,24,15,10,7,24,13,111.8,100.0,11.8,58.5,1.6,17.9,18.6,76.0,49.5,14.7,58.0,61.7,101.5,55.4,0.321,19,5,9,38,29,48,60.4
IND,IND vs. DEN,11/09/2022,L,48,119,45,96,46.9,14,42,33.3,15,19,78.9,11,33,44,28,18,9,5,23,-3,107.2,111.9,-4.7,62.2,1.56,18.4,26.4,72.3,48.0,16.2,54.2,57.0,110.0,45.7,0.198,15,14,12,52,31,54,57.4,DEN,DEN @ IND,W,48,122,43,88,48.9,12,28,42.9,24,26,92.3,11,36,47,27,22,10,7,15,3,111.9,107.2,4.7,62.8,1.23,18.1,27.7,73.6,52.0,20.2,55.7,61.3,110.0,54.3,0.295,26,16,18,54,31,60,51.7
HOU,HOU @ TOR,11/09/2022,L,48,109,37,84,44.0,9,35,25.7,26,31,83.9,16,33,49,29,16,9,7,18,-7,112.4,118.4,-6.0,78.4,1.81,20.1,36.7,54.0,46.4,16.5,49.4,55.8,97.5,54.4,0.369,13,21,19,50,28,49,57.1,TOR,TOR vs. HOU,W,48,116,42,102,41.2,15,44,34.1,17,20,85.0,22,28,50,19,13,12,9,26,7,118.4,112.4,6.0,45.2,1.46,13.1,46.0,63.3,53.6,13.3,48.5,52.3,97.5,45.6,0.196,31,25,23,50,27,58,46.6
CLE,CLE @ SAC,11/09/2022,L,48,120,46,86,53.5,11,26,42.3,17,20,85.0,12,30,42,24,18,4,1,23,-7,122.4,129.6,-7.1,52.2,1.33,17.4,41.5,86.5,62.8,18.4,59.9,63.3,98.0,44.8,0.233,8,15,0,64,35,60,58.3,SAC,SAC vs. CLE,W,48,127,40,76,52.6,17,39,43.6,30,35,85.7,2,22,24,30,9,12,4,20,7,129.6,122.4,7.1,75.0,3.33,22.6,13.5,58.5,37.2,9.2,63.8,69.5,98.0,55.2,0.461,18,9,8,40,23,37,62.2
DAL,DAL @ ORL,11/09/2022,L,48,87,32,85,37.6,11,42,26.2,12,19,63.2,4,25,29,17,6,14,4,19,-7,92.6,100.0,-7.4,53.1,2.83,14.4,12.3,75.0,38.1,6.4,44.1,46.6,94.0,43.1,0.224,10,5,10,40,21,43,48.8,ORL,ORL vs. DAL,W,48,94,36,73,49.3,8,21,38.1,14,21,66.7,4,45,49,20,19,1,6,20,7,100.0,92.6,7.4,55.6,1.05,16.4,25.0,87.7,61.9,20.2,54.8,57.1,94.0,56.9,0.288,4,9,8,50,28,52,53.8
ATL,ATL vs. UTA,11/09/2022,L,48,119,51,109,46.8,8,28,28.6,9,11,81.8,17,37,54,24,11,5,5,16,-6,114.4,119.0,-4.6,47.1,2.18,16.1,35.6,70.4,52.2,10.6,50.5,52.3,104.5,49.0,0.101,16,12,13,60,43,81,53.1,UTA,UTA @ ATL,W,48,125,44,94,46.8,17,39,43.6,20,24,83.3,13,34,47,27,13,5,6,20,6,119.0,114.4,4.6,61.4,2.08,18.2,29.6,64.4,47.8,12.4,55.9,59.8,104.5,51.0,0.255,11,20,16,50,27,55,49.1
SAS,SAS vs. MEM,11/09/2022,L,53,122,47,98,48.0,12,37,32.4,16,23,69.6,13,26,39,30,12,8,2,17,-2,115.1,119.2,-4.1,63.8,2.5,19.6,33.3,58.3,45.1,11.3,54.1,56.4,95.09,50.6,0.235,21,23,16,64,35,61,57.4,MEM,MEM @ SAS,W,53,124,50,98,51.0,14,32,43.8,10,13,76.9,18,35,53,24,20,4,2,22,2,119.2,115.1,4.1,48.0,1.2,16.2,41.7,66.7,54.9,19.2,58.2,59.8,95.09,49.4,0.133,18,28,17,66,36,66,54.5
NOP,NOP @ CHI,11/09/2022,W,48,115,42,84,50.0,3,19,15.8,28,36,77.8,13,37,50,20,16,8,5,18,4,111.7,108.8,2.8,47.6,1.25,14.6,34.8,84.1,58.9,15.5,51.8,57.6,102.5,53.3,0.429,18,14,15,60,39,65,60.0,CHI,CHI vs. NOP,L,48,111,44,87,50.6,7,27,25.9,16,18,88.9,6,29,35,23,15,5,8,23,-4,108.8,111.7,-2.8,52.3,1.53,17.4,15.9,65.2,41.1,14.7,54.6,58.5,102.5,46.7,0.207,16,9,19,58,37,60,61.7
MIL,MIL @ OKC,11/09/2022,W,58,136,50,106,47.2,17,36,47.2,19,22,86.4,11,44,55,27,17,8,7,23,4,115.3,111.9,3.4,54.0,1.59,16.8,28.1,70.3,50.4,14.4,55.2,58.8,97.66,52.9,0.208,20,12,7,54,33,70,47.1,OKC,OKC vs. MIL,L,58,132,50,111,45.0,18,45,40.0,14,19,73.7,16,39,55,24,13,9,9,26,-4,111.9,115.3,-3.4,48.0,1.85,14.9,29.7,71.9,49.6,11.0,53.2,55.3,97.66,47.1,0.171,18,17,14,64,32,66,48.5
POR,POR @ CHA,11/09/2022,W,48,105,40,75,53.3,11,34,32.4,14,25,56.0,8,37,45,28,18,5,4,19,10,114.1,104.4,9.7,70.0,1.56,21.4,32.5,63.3,51.0,19.6,60.7,61.0,91.5,61.1,0.333,13,10,12,50,29,41,70.7,CHA,CHA vs. POR,L,48,95,34,91,37.4,10,40,25.0,17,24,70.8,20,22,42,21,11,10,3,22,-10,104.4,114.1,-9.7,61.8,1.91,15.7,36.7,67.5,49.0,12.1,42.9,46.8,91.5,38.9,0.264,27,18,22,48,24,51,47.1
LAC,LAC vs. LAL,11/09/2022,W,48,114,41,81,50.6,12,33,36.4,20,26,76.9,6,35,41,24,15,10,7,24,13,111.8,100.0,11.8,58.5,1.6,17.9,18.6,76.0,49.5,14.7,58.0,61.7,101.5,55.4,0.321,19,5,9,38,29,48,60.4,LAL,LAL @ LAC,L,48,101,40,88,45.5,10,32,31.3,11,17,64.7,8,35,43,26,16,7,2,20,-13,100.0,111.8,-11.8,65.0,1.63,18.7,24.0,81.4,50.5,15.8,51.1,52.9,101.5,44.6,0.193,20,7,20,52,30,56,53.6
DET,DET @ BOS,11/09/2022,L,48,112,37,89,41.6,7,33,21.2,31,40,77.5,15,33,48,15,10,7,3,19,-16,109.8,125.5,-15.7,40.5,1.5,11.2,32.7,79.1,53.1,9.8,45.5,52.5,102.0,41.5,0.449,15,21,5,42,30,56,53.6,BOS,BOS vs. DET,W,48,128,47,88,53.4,18,46,39.1,16,21,76.2,8,35,43,31,13,5,4,25,16,125.5,109.8,15.7,66.0,2.38,22.0,20.9,67.3,46.9,12.7,63.6,65.8,102.0,58.5,0.239,12,12,13,48,29,42,69.0
CHA,CHA vs. POR,11/09/2022,L,48,95,34,91,37.4,10,40,25.0,17,24,70.8,20,22,42,21,11,10,3,22,-10,104.4,114.1,-9.7,61.8,1.91,15.7,36.7,67.5,49.0,12.1,42.9,46.8,91.5,38.9,0.264,27,18,22,48,24,51,47.1,POR,POR @ CHA,W,48,105,40,75,53.3,11,34,32.4,14,25,56.0,8,37,45,28,18,5,4,19,10,114.1,104.4,9.7,70.0,1.56,21.4,32.5,63.3,51.0,19.6,60.7,61.0,91.5,61.1,0.333,13,10,12,50,29,41,70.7
PHX,PHX @ MIN,11/09/2022,W,48,129,47,97,48.5,16,35,45.7,19,20,95.0,10,26,36,31,11,10,3,21,12,124.0,113.6,10.4,66.0,2.82,20.7,30.0,80.0,52.2,10.6,56.7,61.0,103.5,54.4,0.206,32,18,13,54,31,62,50.0,MIN,MIN vs. PHX,L,48,117,41,78,52.6,9,27,33.3,26,32,81.3,8,30,38,26,19,4,6,22,-12,113.6,124.0,-10.4,63.4,1.37,19.0,20.0,70.0,47.8,18.4,58.3,63.5,103.5,45.6,0.41,14,8,10,62,32,51,62.7
UTA,UTA @ ATL,11/09/2022,W,48,125,44,94,46.8,17,39,43.6,20,24,83.3,13,34,47,27,13,5,6,20,6,119.0,114.4,4.6,61.4,2.08,18.2,29.6,64.4,47.8,12.4,55.9,59.8,104.5,51.0,0.255,11,20,16,50,27,55,49.1,ATL,ATL vs. UTA,L,48,119,51,109,46.8,8,28,28.6,9,11,81.8,17,37,54,24,11,5,5,16,-6,114.4,119.0,-4.6,47.1,2.18,16.1,35.6,70.4,52.2,10.6,50.5,52.3,104.5,49.0,0.101,16,12,13,60,43,81,53.1
MEM,MEM @ SAS,11/09/2022,W,53,124,50,98,51.0,14,32,43.8,10,13,76.9,18,35,53,24,20,4,2,22,2,119.2,115.1,4.1,48.0,1.2,16.2,41.7,66.7,54.9,19.2,58.2,59.8,95.09,49.4,0.133,18,28,17,66,36,66,54.5,SAS,SAS vs. MEM,L,53,122,47,98,48.0,12,37,32.4,16,23,69.6,13,26,39,30,12,8,2,17,-2,115.1,119.2,-4.1,63.8,2.5,19.6,33.3,58.3,45.1,11.3,54.1,56.4,95.09,50.6,0.235,21,23,16,64,35,61,57.4
BKN,BKN vs. NYK,11/09/2022,W,48,112,42,87,48.3,14,34,41.2,14,20,70.0,11,44,55,30,15,11,5,22,27,112.0,85.0,27.0,71.4,2.0,21.3,24.5,77.8,54.5,15.0,56.3,58.5,100.0,69.0,0.23,25,21,16,40,28,53,52.8,NYK,NYK @ BKN,L,48,85,28,87,32.2,12,43,27.9,17,26,65.4,11,35,46,21,15,5,4,18,-27,85.0,112.0,-27.0,75.0,1.4,15.7,22.2,75.5,45.5,15.0,39.1,43.2,100.0,31.0,0.299,10,11,10,30,16,44,36.4
OKC,OKC vs. MIL,11/09/2022,L,58,132,50,111,45.0,18,45,40.0,14,19,73.7,16,39,55,24,13,9,9,26,-4,111.9,115.3,-3.4,48.0,1.85,14.9,29.7,71.9,49.6,11.0,53.2,55.3,97.66,47.1,0.171,18,17,14,64,32,66,48.5,MIL,MIL @ OKC,W,58,136,50,106,47.2,17,36,47.2,19,22,86.4,11,44,55,27,17,8,7,23,4,115.3,111.9,3.4,54.0,1.59,16.8,28.1,70.3,50.4,14.4,55.2,58.8,97.66,52.9,0.208,20,12,7,54,33,70,47.1
TOR,TOR vs. HOU,11/09/2022,W,48,116,42,102,41.2,15,44,34.1,17,20,85.0,22,28,50,19,13,12,9,26,7,118.4,112.4,6.0,45.2,1.46,13.1,46.0,63.3,53.6,13.3,48.5,52.3,97.5,45.6,0.196,31,25,23,50,27,58,46.6,HOU,HOU @ TOR,L,48,109,37,84,44.0,9,35,25.7,26,31,83.9,16,33,49,29,16,9,7,18,-7,112.4,118.4,-6.0,78.4,1.81,20.1,36.7,54.0,46.4,16.5,49.4,55.8,97.5,54.4,0.369,13,21,19,50,28,49,57.1
CHI,CHI vs. NOP,11/09/2022,L,48,111,44,87,50.6,7,27,25.9,16,18,88.9,6,29,35,23,15,5,8,23,-4,108.8,111.7,-2.8,52.3,1.53,17.4,15.9,65.2,41.1,14.7,54.6,58.5,102.5,46.7,0.207,16,9,19,58,37,60,61.7,NOP,NOP @ CHI,W,48,115,42,84,50.0,3,19,15.8,28,36,77.8,13,37,50,20,16,8,5,18,4,111.7,108.8,2.8,47.6,1.25,14.6,34.8,84.1,58.9,15.5,51.8,57.6,102.5,53.3,0.429,18,14,15,60,39,65,60.0
MIN,MIN vs. PHX,11/09/2022,L,48,117,41,78,52.6,9,27,33.3,26,32,81.3,8,30,38,26,19,4,6,22,-12,113.6,124.0,-10.4,63.4,1.37,19.0,20.0,70.0,47.8,18.4,58.3,63.5,103.5,45.6,0.41,14,8,10,62,32,51,62.7,PHX,PHX @ MIN,W,48,129,47,97,48.5,16,35,45.7,19,20,95.0,10,26,36,31,11,10,3,21,12,124.0,113.6,10.4,66.0,2.82,20.7,30.0,80.0,52.2,10.6,56.7,61.0,103.5,54.4,0.206,32,18,13,54,31,62,50.0
ORL,ORL vs. DAL,11/09/2022,W,48,94,36,73,49.3,8,21,38.1,14,21,66.7,4,45,49,20,19,1,6,20,7,100.0,92.6,7.4,55.6,1.05,16.4,25.0,87.7,61.9,20.2,54.8,57.1,94.0,56.9,0.288,4,9,8,50,28,52,53.8,DAL,DAL @ ORL,L,48,87,32,85,37.6,11,42,26.2,12,19,63.2,4,25,29,17,6,14,4,19,-7,92.6,100.0,-7.4,53.1,2.83,14.4,12.3,75.0,38.1,6.4,44.1,46.6,94.0,43.1,0.224,10,5,10,40,21,43,48.8
SAC,SAC vs. CLE,11/09/2022,W,48,127,40,76,52.6,17,39,43.6,30,35,85.7,2,22,24,30,9,12,4,20,7,129.6,122.4,7.1,75.0,3.33,22.6,13.5,58.5,37.2,9.2,63.8,69.5,98.0,55.2,0.461,18,9,8,40,23,37,62.2,CLE,CLE @ SAC,L,48,120,46,86,53.5,11,26,42.3,17,20,85.0,12,30,42,24,18,4,1,23,-7,122.4,129.6,-7.1,52.2,1.33,17.4,41.5,86.5,62.8,18.4,59.9,63.3,98.0,44.8,0.233,8,15,0,64,35,60,58.3
NYK,NYK @ BKN,11/09/2022,L,48,85,28,87,32.2,12,43,27.9,17,26,65.4,11,35,46,21,15,5,4,18,-27,85.0,112.0,-27.0,75.0,1.4,15.7,22.2,75.5,45.5,15.0,39.1,43.2,100.0,31.0,0.299,10,11,10,30,16,44,36.4,BKN,BKN vs. NYK,W,48,112,42,87,48.3,14,34,41.2,14,20,70.0,11,44,55,30,15,11,5,22,27,112.0,85.0,27.0,71.4,2.0,21.3,24.5,77.8,54.5,15.0,56.3,58.5,100.0,69.0,0.23,25,21,16,40,28,53,52.8
HOU,HOU @ ORL,11/07/2022,W,48,134,46,87,52.9,24,48,50.0,18,25,72.0,14,26,40,31,22,9,6,23,7,132.7,124.5,8.2,67.4,1.41,20.7,39.1,63.4,50.6,21.8,66.7,68.4,101.5,52.3,0.287,31,13,13,40,22,39,56.4,ORL,ORL vs. HOU,L,48,127,45,82,54.9,12,25,48.0,25,31,80.6,11,26,37,27,20,7,4,25,-7,124.5,132.7,-8.2,60.0,1.35,18.8,36.6,60.9,49.4,19.6,62.2,66.4,101.5,47.7,0.378,31,22,9,52,33,57,57.9
PHI,PHI vs. PHX,11/07/2022,W,48,100,31,80,38.8,12,32,37.5,26,31,83.9,15,33,48,22,16,5,6,17,12,108.7,94.6,14.1,71.0,1.38,16.5,37.3,81.4,57.4,17.4,46.3,53.4,92.5,55.3,0.388,19,16,17,30,19,48,39.6,PHX,PHX @ PHI,L,48,88,32,73,43.8,6,19,31.6,18,22,81.8,6,31,37,19,15,8,5,24,-12,94.6,108.7,-14.1,59.4,1.27,16.0,18.6,62.7,42.6,16.1,47.9,53.2,92.5,44.7,0.301,17,5,11,38,26,54,48.1
LAC,LAC vs. CLE,11/07/2022,W,48,119,40,79,50.6,17,38,44.7,22,28,78.6,4,27,31,19,9,8,2,19,2,121.4,118.2,3.2,47.5,2.11,15.7,9.3,69.8,39.5,9.2,61.4,65.2,98.5,47.9,0.354,25,6,7,34,23,41,56.1,CLE,CLE @ LAC,L,48,117,43,83,51.8,16,33,48.5,15,21,71.4,10,38,48,29,17,6,2,21,-2,118.2,121.4,-3.2,67.4,1.71,20.6,30.2,90.7,60.5,17.2,61.4,63.4,98.5,52.1,0.253,10,8,18,46,27,50,54.0
NOP,NOP @ IND,11/07/2022,L,48,122,48,97,49.5,14,34,41.2,12,17,70.6,13,30,43,32,10,7,4,20,-7,120.8,126.5,-5.7,66.7,3.2,21.8,28.0,71.1,48.4,9.9,56.7,58.4,101.5,46.9,0.175,18,17,22,60,34,63,54.0,IND,IND vs. NOP,W,48,129,43,86,50.0,22,48,45.8,21,23,91.3,10,35,45,33,17,6,8,19,7,126.5,120.8,5.7,76.7,1.94,22.4,28.9,72.0,51.6,16.7,62.8,67.1,101.5,53.1,0.267,16,12,19,40,21,38,55.3
DAL,DAL vs. BKN,11/07/2022,W,48,96,32,72,44.4,12,28,42.9,20,24,83.3,12,29,41,18,22,7,3,20,2,109.1,105.6,3.5,56.3,0.82,14.5,42.9,66.0,55.1,25.0,52.8,58.1,88.5,51.1,0.333,23,24,6,32,20,44,45.5,BKN,BKN @ DAL,L,48,94,35,80,43.8,10,29,34.5,14,19,73.7,14,20,34,22,14,13,5,26,-2,105.6,109.1,-3.5,62.9,1.57,17.3,34.0,57.1,44.9,15.7,50.0,53.2,88.5,48.9,0.238,26,17,10,38,25,51,49.0
PHX,PHX @ PHI,11/07/2022,L,48,88,32,73,43.8,6,19,31.6,18,22,81.8,6,31,37,19,15,8,5,24,-12,94.6,108.7,-14.1,59.4,1.27,16.0,18.6,62.7,42.6,16.1,47.9,53.2,92.5,44.7,0.301,17,5,11,38,26,54,48.1,PHI,PHI vs. PHX,W,48,100,31,80,38.8,12,32,37.5,26,31,83.9,15,33,48,22,16,5,6,17,12,108.7,94.6,14.1,71.0,1.38,16.5,37.3,81.4,57.4,17.4,46.3,53.4,92.5,55.3,0.388,19,16,17,30,19,48,39.6
TOR,TOR @ CHI,11/07/2022,L,48,97,36,85,42.4,9,28,32.1,16,22,72.7,5,26,31,24,15,10,7,20,-14,94.2,107.8,-13.6,66.7,1.6,17.9,15.7,73.7,40.4,14.6,47.6,51.2,103.0,39.7,0.259,23,4,13,50,27,57,47.4,CHI,CHI vs. TOR,W,48,111,42,80,52.5,9,28,32.1,18,22,81.8,9,40,49,30,22,7,7,21,14,107.8,94.2,13.6,71.4,1.36,21.0,26.3,84.3,59.6,21.4,58.1,61.9,103.0,60.3,0.275,21,11,16,56,33,52,63.5
ORL,ORL vs. HOU,11/07/2022,L,48,127,45,82,54.9,12,25,48.0,25,31,80.6,11,26,37,27,20,7,4,25,-7,124.5,132.7,-8.2,60.0,1.35,18.8,36.6,60.9,49.4,19.6,62.2,66.4,101.5,47.7,0.378,31,22,9,52,33,57,57.9,HOU,HOU @ ORL,W,48,134,46,87,52.9,24,48,50.0,18,25,72.0,14,26,40,31,22,9,6,23,7,132.7,124.5,8.2,67.4,1.41,20.7,39.1,63.4,50.6,21.8,66.7,68.4,101.5,52.3,0.287,31,13,13,40,22,39,56.4
DET,DET vs. OKC,11/07/2022,W,48,112,39,93,41.9,9,33,27.3,25,33,75.8,16,42,58,20,16,6,9,19,9,109.8,101.0,8.8,51.3,1.25,13.7,41.4,70.3,56.6,15.7,46.8,52.1,102.0,55.8,0.355,13,20,9,56,30,60,50.0,OKC,OKC @ DET,L,48,103,41,102,40.2,10,33,30.3,11,17,64.7,16,30,46,23,10,9,11,26,-9,101.0,109.8,-8.8,56.1,2.3,16.0,29.7,58.6,43.4,9.8,45.1,47.0,102.0,44.2,0.167,16,14,13,52,31,69,44.9
DEN,DEN @ SAS,11/07/2022,W,48,115,47,88,53.4,8,24,33.3,13,20,65.0,8,32,40,33,22,14,7,14,6,111.7,105.8,5.8,70.2,1.5,21.7,35.6,74.4,54.5,21.4,58.0,59.4,103.0,53.4,0.227,35,11,18,62,39,64,60.9,SAS,SAS vs. DEN,L,48,109,43,82,52.4,12,33,36.4,11,18,61.1,10,28,38,31,24,14,5,17,-6,105.8,111.7,-5.8,72.1,1.29,21.4,25.6,64.4,45.5,23.3,59.8,60.6,103.0,46.6,0.22,24,16,16,54,31,49,63.3
MIN,MIN vs. NYK,11/07/2022,L,48,107,38,81,46.9,11,41,26.8,20,24,83.3,4,35,39,28,18,7,8,18,-13,102.9,115.4,-12.5,73.7,1.56,20.0,20.5,69.2,46.9,17.3,53.7,58.4,104.0,48.9,0.296,17,9,19,48,27,40,67.5,NYK,NYK @ MIN,W,48,120,39,89,43.8,19,48,39.6,23,25,92.0,9,34,43,26,19,13,2,23,13,115.4,102.9,12.5,66.7,1.37,17.8,30.8,79.5,53.1,18.3,54.5,60.0,104.0,51.1,0.281,26,19,17,38,20,41,48.8
IND,IND vs. NOP,11/07/2022,W,48,129,43,86,50.0,22,48,45.8,21,23,91.3,10,35,45,33,17,6,8,19,7,126.5,120.8,5.7,76.7,1.94,22.4,28.9,72.0,51.6,16.7,62.8,67.1,101.5,53.1,0.267,16,12,19,40,21,38,55.3,NOP,NOP @ IND,L,48,122,48,97,49.5,14,34,41.2,12,17,70.6,13,30,43,32,10,7,4,20,-7,120.8,126.5,-5.7,66.7,3.2,21.8,28.0,71.1,48.4,9.9,56.7,58.4,101.5,46.9,0.175,18,17,22,60,34,63,54.0
CHA,CHA vs. WAS,11/07/2022,L,48,100,42,101,41.6,5,32,15.6,11,16,68.8,17,28,45,27,11,8,7,23,-8,102.0,111.3,-9.3,64.3,2.45,18.6,36.1,71.4,50.5,11.2,44.1,46.3,97.5,45.0,0.158,22,22,16,70,37,69,53.6,WAS,WAS @ CHA,W,48,108,42,80,52.5,5,19,26.3,19,30,63.3,10,37,47,21,15,2,6,18,8,111.3,102.0,9.3,50.0,1.4,16.2,28.6,63.9,49.5,15.5,55.6,57.9,97.5,55.0,0.375,16,14,13,58,37,61,60.7
WAS,WAS @ CHA,11/07/2022,W,48,108,42,80,52.5,5,19,26.3,19,30,63.3,10,37,47,21,15,2,6,18,8,111.3,102.0,9.3,50.0,1.4,16.2,28.6,63.9,49.5,15.5,55.6,57.9,97.5,55.0,0.375,16,14,13,58,37,61,60.7,CHA,CHA vs. WAS,L,48,100,42,101,41.6,5,32,15.6,11,16,68.8,17,28,45,27,11,8,7,23,-8,102.0,111.3,-9.3,64.3,2.45,18.6,36.1,71.4,50.5,11.2,44.1,46.3,97.5,45.0,0.158,22,22,16,70,37,69,53.6
GSW,GSW vs. SAC,11/07/2022,W,48,116,44,88,50.0,14,38,36.8,14,21,66.7,8,40,48,28,15,5,4,21,3,112.6,107.6,5.0,63.6,1.87,20.0,21.7,77.2,52.4,14.6,58.0,59.6,104.0,53.1,0.239,16,5,8,44,30,50,60.0,SAC,SAC @ GSW,L,48,113,37,91,40.7,14,40,35.0,25,29,86.2,9,34,43,24,11,9,0,20,-3,107.6,112.6,-5.0,64.9,2.18,16.9,22.8,78.3,47.6,10.5,48.4,54.5,104.0,46.9,0.319,22,9,15,42,23,51,45.1
UTA,UTA vs. LAL,11/07/2022,W,48,139,53,95,55.8,16,38,42.1,17,22,77.3,10,31,41,30,15,10,7,23,23,133.7,111.5,22.1,56.6,2.0,20.1,35.6,79.1,56.8,14.4,64.2,66.4,104.0,60.3,0.232,21,19,20,58,37,57,64.9,LAL,LAL @ UTA,L,48,116,40,82,48.8,9,24,37.5,27,30,90.0,7,26,33,15,16,7,5,21,-23,111.5,133.7,-22.1,37.5,0.94,11.7,20.9,64.4,43.2,15.4,54.3,60.9,104.0,39.7,0.366,21,9,11,52,31,58,53.4
ATL,ATL vs. MIL,11/07/2022,W,48,117,46,99,46.5,11,29,37.9,14,17,82.4,12,36,48,23,12,11,3,18,19,113.6,96.1,17.5,50.0,1.92,16.0,32.1,76.5,53.3,11.7,52.0,54.9,102.5,59.0,0.172,22,19,13,50,35,70,50.0,MIL,MIL @ ATL,L,48,98,36,87,41.4,13,40,32.5,13,16,81.3,6,35,41,21,19,5,9,18,-19,96.1,113.6,-17.5,58.3,1.11,15.6,23.5,67.9,46.7,18.6,48.9,52.1,102.5,41.0,0.184,5,7,3,40,23,47,48.9
OKC,OKC @ DET,11/07/2022,L,48,103,41,102,40.2,10,33,30.3,11,17,64.7,16,30,46,23,10,9,11,26,-9,101.0,109.8,-8.8,56.1,2.3,16.0,29.7,58.6,43.4,9.8,45.1,47.0,102.0,44.2,0.167,16,14,13,52,31,69,44.9,DET,DET vs. OKC,W,48,112,39,93,41.9,9,33,27.3,25,33,75.8,16,42,58,20,16,6,9,19,9,109.8,101.0,8.8,51.3,1.25,13.7,41.4,70.3,56.6,15.7,46.8,52.1,102.0,55.8,0.355,13,20,9,56,30,60,50.0
LAL,LAL @ UTA,11/07/2022,L,48,116,40,82,48.8,9,24,37.5,27,30,90.0,7,26,33,15,16,7,5,21,-23,111.5,133.7,-22.1,37.5,0.94,11.7,20.9,64.4,43.2,15.4,54.3,60.9,104.0,39.7,0.366,21,9,11,52,31,58,53.4,UTA,UTA vs. LAL,W,48,139,53,95,55.8,16,38,42.1,17,22,77.3,10,31,41,30,15,10,7,23,23,133.7,111.5,22.1,56.6,2.0,20.1,35.6,79.1,56.8,14.4,64.2,66.4,104.0,60.3,0.232,21,19,20,58,37,57,64.9
MEM,MEM vs. BOS,11/07/2022,L,48,106,41,91,45.1,15,44,34.1,9,14,64.3,8,37,45,27,11,4,4,23,-3,105.0,110.1,-5.2,65.9,2.45,19.3,23.1,79.2,50.0,10.9,53.3,54.5,100.0,47.8,0.154,18,16,11,48,26,47,55.3,BOS,BOS @ MEM,W,48,109,38,82,46.3,12,37,32.4,21,28,75.0,7,38,45,26,15,5,6,19,3,110.1,105.0,5.2,68.4,1.73,19.3,20.8,76.9,50.0,15.2,53.7,57.8,100.0,52.2,0.341,13,9,15,48,26,45,57.8
